id_x,courseId,enrollmentDate,completionStatus,completionDate,percentage,userId,learningPathId,name,employeeId,organizationDomainId_x,roleId,joiningDate,designationId,departmentId,id_y,title,duration,difficultyLevel,organizationDomainId_y,id,completionTime,performanceScore,organizationDomainId
691,37,2021-12-29,In Progress,,14,EMP0994,9.0,Megan Williams,EMP0994,2,1,2024-08-12,2,1,37,Course 37,92,Advanced,1,,,,
692,6,2022-07-09,Completed,2022-09-22,62,EMP0574,10.0,Lindsey Vang,EMP0574,1,1,2022-02-08,2,1,6,Course 6,37,Advanced,2,,,,
693,33,2022-06-12,Completed,2023-02-19,82,EMP0915,1.0,Dr. James Martinez DDS,EMP0915,2,1,2021-07-30,2,2,33,Course 33,74,Advanced,2,,,,
694,3,2023-12-09,In Progress,,40,EMP0492,,Melanie Benjamin DVM,EMP0492,2,1,2022-04-01,1,2,3,Course 3,54,Advanced,2,,,,
695,6,2020-11-03,Completed,2024-09-29,67,EMP0969,3.0,Tamara Edwards,EMP0969,1,1,2020-05-16,1,1,6,Course 6,37,Advanced,2,,,,
696,30,2020-11-21,In Progress,,45,EMP0045,,Susan Jones,EMP0045,1,1,2024-08-19,1,2,30,Course 30,46,Intermediate,2,,,,
697,34,2022-05-13,Completed,2024-01-19,88,EMP0894,,April Robles,EMP0894,1,2,2020-01-10,1,1,34,Course 34,81,Advanced,1,,,,
698,50,2021-07-07,In Progress,,24,EMP0432,,Ian Martinez,EMP0432,2,1,2022-01-08,2,2,50,Course 50,87,Intermediate,2,,,,
699,28,2023-04-19,In Progress,,7,EMP0206,,Shelby Snyder,EMP0206,2,1,2023-04-14,2,2,28,Course 28,86,Beginner,2,,,,
700,26,2023-08-02,Completed,2023-11-16,66,EMP0667,5.0,Andrew Young,EMP0667,2,1,2024-05-10,1,1,26,Course 26,110,Beginner,2,,,,
701,25,2024-07-27,Completed,2024-08-26,58,EMP0100,,Rachael Williams,EMP0100,1,2,2022-08-18,2,1,25,Course 25,83,Advanced,1,,,,
702,18,2023-07-21,In Progress,,23,EMP0382,,Christopher Adams,EMP0382,1,2,2019-11-06,2,1,18,Course 18,68,Advanced,2,,,,
703,11,2021-09-04,Completed,2022-09-14,69,EMP0733,6.0,Matthew Jones,EMP0733,1,2,2022-05-23,1,1,11,Course 11,42,Beginner,1,,,,
704,16,2022-11-08,Completed,2024-03-06,70,EMP0943,,Christopher Wilson,EMP0943,2,2,2020-03-16,1,1,16,Course 16,51,Advanced,1,,,,
705,30,2020-05-22,Completed,2022-10-03,86,EMP0891,,Eddie Johnson,EMP0891,2,1,2022-08-01,1,2,30,Course 30,46,Intermediate,2,,,,
706,39,2024-02-10,In Progress,,8,EMP0642,7.0,Brett Long,EMP0642,2,1,2023-10-04,2,2,39,Course 39,102,Beginner,2,,,,
707,44,2020-11-18,Completed,2022-01-23,76,EMP0279,8.0,Tracy Rivera,EMP0279,1,2,2022-07-03,1,1,44,Course 44,70,Beginner,1,,,,
708,31,2024-03-05,Completed,2024-06-05,90,EMP0249,,Sarah Bell,EMP0249,2,2,2023-11-23,1,1,31,Course 31,57,Intermediate,1,,,,
709,45,2023-08-23,In Progress,,27,EMP0021,4.0,Joann Robinson,EMP0021,2,2,2020-03-22,2,1,45,Course 45,51,Intermediate,2,255.0,76h,85.46,2.0
710,41,2022-09-14,Completed,2023-03-17,93,EMP0879,10.0,Thomas Lawson,EMP0879,2,1,2020-10-12,1,2,41,Course 41,115,Advanced,1,,,,
711,15,2023-03-13,In Progress,,35,EMP0825,,Ashley Bell,EMP0825,2,1,2020-11-08,1,1,15,Course 15,41,Advanced,1,,,,
712,33,2021-09-27,In Progress,,14,EMP0853,4.0,Amber Fisher,EMP0853,1,1,2022-11-07,2,1,33,Course 33,74,Advanced,2,,,,
713,34,2023-06-26,Completed,2024-06-06,81,EMP0973,2.0,Margaret Ward,EMP0973,1,1,2021-12-19,2,2,34,Course 34,81,Advanced,1,,,,
714,39,2023-07-07,Completed,2023-07-26,71,EMP0035,,Sandra Howe,EMP0035,1,2,2023-04-19,2,1,39,Course 39,102,Beginner,2,,,,
715,21,2022-06-22,Completed,2024-06-12,78,EMP0705,2.0,Rose Scott,EMP0705,2,1,2023-02-02,2,2,21,Course 21,109,Intermediate,1,,,,
716,46,2022-07-21,Completed,2023-06-25,64,EMP0927,8.0,Eddie Taylor,EMP0927,2,2,2020-06-27,1,1,46,Course 46,110,Intermediate,1,,,,
717,14,2023-06-28,In Progress,,43,EMP0207,10.0,Jessica Hays,EMP0207,2,1,2022-11-04,1,1,14,Course 14,118,Beginner,2,,,,
718,24,2023-06-12,In Progress,,47,EMP0112,,John Kline,EMP0112,1,2,2024-07-11,2,1,24,Course 24,115,Advanced,1,,,,
719,13,2024-03-12,In Progress,,9,EMP0876,9.0,Kari Fisher,EMP0876,1,1,2020-12-04,2,2,13,Course 13,54,Beginner,2,,,,
720,6,2020-02-10,In Progress,,42,EMP0483,1.0,Mary Wagner,EMP0483,1,1,2023-05-27,2,1,6,Course 6,37,Advanced,2,,,,
721,17,2021-06-21,Completed,2023-07-30,60,EMP0127,10.0,Dana Banks,EMP0127,1,2,2020-12-16,1,2,17,Course 17,45,Intermediate,2,,,,
722,9,2021-11-11,Completed,2022-03-11,71,EMP0394,7.0,Alyssa Edwards,EMP0394,2,2,2023-01-09,2,1,9,Course 9,47,Advanced,2,,,,
723,23,2021-06-29,In Progress,,44,EMP0045,,Susan Jones,EMP0045,1,1,2024-08-19,1,2,23,Course 23,41,Intermediate,1,,,,
724,35,2020-06-29,Completed,2021-06-20,64,EMP0398,,Allison Figueroa,EMP0398,1,2,2020-07-28,1,2,35,Course 35,56,Advanced,2,,,,
725,25,2022-12-25,In Progress,,25,EMP0242,,Charles May,EMP0242,2,2,2020-07-17,1,2,25,Course 25,83,Advanced,1,,,,
726,41,2024-02-09,Completed,2024-08-06,95,EMP0161,,Frederick Ayers,EMP0161,1,2,2020-06-12,2,2,41,Course 41,115,Advanced,1,,,,
727,41,2021-09-18,In Progress,,10,EMP0942,,Mike Knight,EMP0942,1,2,2022-11-25,2,2,41,Course 41,115,Advanced,1,,,,
728,23,2023-12-02,Completed,2024-07-08,97,EMP0845,8.0,Jennifer Juarez,EMP0845,1,2,2020-09-22,1,1,23,Course 23,41,Intermediate,1,,,,
729,28,2020-02-04,Completed,2023-12-26,76,EMP0090,1.0,Juan Reid,EMP0090,2,2,2020-06-25,1,2,28,Course 28,86,Beginner,2,,,,
730,10,2021-06-23,In Progress,,41,EMP0446,,Kevin Blake,EMP0446,1,1,2020-11-28,1,2,10,Course 10,88,Advanced,2,,,,
731,2,2021-01-27,Completed,2022-02-13,52,EMP0591,,Patrick Russell,EMP0591,2,1,2024-06-08,2,1,2,Course 2,102,Advanced,2,,,,
732,20,2023-02-27,In Progress,,42,EMP0934,,Kristen Bryant,EMP0934,2,1,2023-07-02,1,1,20,Course 20,53,Intermediate,2,,,,
733,48,2021-07-25,Completed,2023-01-08,79,EMP0213,1.0,Rita Diaz,EMP0213,2,1,2019-11-04,2,1,48,Course 48,37,Advanced,1,,,,
734,41,2021-01-30,In Progress,,40,EMP0086,2.0,Deborah Diaz,EMP0086,2,1,2021-01-08,1,1,41,Course 41,115,Advanced,1,,,,
735,3,2022-02-25,Completed,2024-09-12,81,EMP0420,4.0,Joshua Gardner,EMP0420,2,1,2022-09-27,2,2,3,Course 3,54,Advanced,2,,,,
736,36,2021-10-13,In Progress,,12,EMP0812,10.0,Benjamin Wilson,EMP0812,2,1,2020-04-10,2,2,36,Course 36,36,Beginner,2,,,,
737,39,2022-06-03,Completed,2023-08-03,94,EMP0512,7.0,April Rogers,EMP0512,2,1,2024-08-17,2,1,39,Course 39,102,Beginner,2,,,,
738,23,2020-06-19,In Progress,,33,EMP0796,,Lisa Hawkins,EMP0796,2,2,2022-05-25,1,1,23,Course 23,41,Intermediate,1,,,,
739,42,2021-10-21,In Progress,,49,EMP0360,7.0,Nicholas Watson,EMP0360,2,2,2022-10-31,1,2,42,Course 42,61,Beginner,2,,,,
740,19,2022-04-25,Completed,2022-05-20,83,EMP0310,,Becky Kelley,EMP0310,2,2,2020-05-20,1,1,19,Course 19,86,Intermediate,1,,,,
741,46,2022-08-29,Completed,2023-05-15,51,EMP0252,,Jose Erickson,EMP0252,2,2,2020-03-23,2,1,46,Course 46,110,Intermediate,1,,,,
742,17,2019-12-14,Completed,2022-01-07,89,EMP0688,9.0,Ann Owens,EMP0688,2,1,2023-03-06,2,2,17,Course 17,45,Intermediate,2,,,,
743,33,2021-09-18,In Progress,,7,EMP0021,,Joann Robinson,EMP0021,2,2,2020-03-22,2,1,33,Course 33,74,Advanced,2,,,,
744,37,2020-10-15,In Progress,,24,EMP0037,1.0,Alicia Thomas,EMP0037,1,2,2023-07-02,1,1,37,Course 37,92,Advanced,1,,,,
745,22,2021-04-14,Completed,2022-10-26,90,EMP0036,2.0,James Hester MD,EMP0036,2,2,2021-09-18,2,2,22,Course 22,74,Beginner,2,,,,
746,17,2023-06-25,Completed,2024-04-10,55,EMP0975,4.0,Christopher Moore,EMP0975,2,1,2023-03-25,1,2,17,Course 17,45,Intermediate,2,,,,
747,16,2022-01-28,In Progress,,4,EMP0986,,John Mccann,EMP0986,1,1,2021-04-19,2,1,16,Course 16,51,Advanced,1,,,,
748,4,2020-01-31,In Progress,,10,EMP0524,,Stacey Bailey,EMP0524,1,2,2020-02-08,1,1,4,Course 4,55,Intermediate,2,,,,
749,12,2020-07-25,In Progress,,19,EMP0326,7.0,Margaret Ortiz,EMP0326,1,2,2023-05-23,2,1,12,Course 12,114,Advanced,1,,,,
750,25,2021-11-10,Completed,2022-05-04,66,EMP0549,,Alejandro Castaneda,EMP0549,2,1,2024-08-29,2,1,25,Course 25,83,Advanced,1,,,,
751,46,2021-05-06,In Progress,,31,EMP0253,,Benjamin Gonzalez,EMP0253,2,1,2023-07-01,2,2,46,Course 46,110,Intermediate,1,,,,
752,13,2023-09-03,In Progress,,18,EMP0340,7.0,Timothy Smith,EMP0340,2,2,2021-07-23,1,2,13,Course 13,54,Beginner,2,,,,
753,6,2020-11-30,In Progress,,20,EMP0912,10.0,Chelsea Cruz,EMP0912,1,2,2021-08-11,2,2,6,Course 6,37,Advanced,2,,,,
754,47,2024-05-24,In Progress,,27,EMP0177,2.0,Sheila Turner,EMP0177,1,2,2022-04-04,2,1,47,Course 47,88,Intermediate,1,,,,
755,36,2021-08-07,In Progress,,43,EMP0052,5.0,Sergio Brady,EMP0052,1,2,2020-09-30,1,1,36,Course 36,36,Beginner,2,,,,
756,7,2020-09-15,In Progress,,18,EMP0135,,Brian Wells,EMP0135,1,1,2022-05-31,1,2,7,Course 7,77,Beginner,1,,,,
757,40,2020-11-23,In Progress,,42,EMP0940,3.0,Donna Roberts,EMP0940,1,2,2020-10-13,1,1,40,Course 40,68,Beginner,2,,,,
758,27,2023-06-22,In Progress,,6,EMP0987,,Jacob Patel,EMP0987,2,2,2022-11-12,2,2,27,Course 27,91,Intermediate,2,,,,
759,47,2024-04-04,Completed,2024-09-26,63,EMP0767,,Samuel Santos,EMP0767,1,2,2023-03-06,2,2,47,Course 47,88,Intermediate,1,,,,
760,19,2023-09-19,In Progress,,6,EMP0739,3.0,John Perkins,EMP0739,1,2,2022-09-15,1,1,19,Course 19,86,Intermediate,1,,,,
761,12,2022-01-18,In Progress,,16,EMP0049,,Shelly Marks,EMP0049,2,1,2023-09-29,1,1,12,Course 12,114,Advanced,1,,,,
762,50,2024-02-09,In Progress,,1,EMP0817,,Brandon Gillespie,EMP0817,2,2,2024-06-22,2,1,50,Course 50,87,Intermediate,2,,,,
763,41,2024-01-01,In Progress,,27,EMP0550,8.0,Darlene Carrillo,EMP0550,1,2,2022-02-17,2,1,41,Course 41,115,Advanced,1,,,,
764,4,2021-12-11,Completed,2024-04-21,83,EMP0770,,Jonathan Parsons,EMP0770,2,2,2024-06-19,2,2,4,Course 4,55,Intermediate,2,,,,
765,18,2023-12-26,In Progress,,35,EMP0776,7.0,Christopher Mack,EMP0776,1,1,2023-04-30,2,2,18,Course 18,68,Advanced,2,,,,
766,4,2023-12-08,In Progress,,33,EMP0304,1.0,Dana Ellis,EMP0304,2,2,2022-10-06,2,1,4,Course 4,55,Intermediate,2,,,,
767,17,2021-10-26,In Progress,,38,EMP0559,,Katherine Bailey,EMP0559,1,1,2024-01-07,1,2,17,Course 17,45,Intermediate,2,,,,
768,37,2019-11-05,In Progress,,49,EMP0002,6.0,Gregory Alvarez,EMP0002,2,1,2024-04-09,2,2,37,Course 37,92,Advanced,1,,,,
769,44,2021-03-31,In Progress,,8,EMP0240,3.0,Shane Ramirez,EMP0240,1,2,2021-01-26,1,2,44,Course 44,70,Beginner,1,,,,
770,10,2021-05-10,In Progress,,43,EMP0322,,Robin Fisher,EMP0322,2,1,2023-03-10,2,1,10,Course 10,88,Advanced,2,,,,
771,6,2024-06-18,Completed,2024-07-03,88,EMP0701,,Rick Hurley,EMP0701,1,2,2019-11-18,2,2,6,Course 6,37,Advanced,2,,,,
772,9,2022-06-06,In Progress,,7,EMP0006,,Christopher Austin,EMP0006,1,1,2020-05-26,2,1,9,Course 9,47,Advanced,2,,,,
773,17,2023-12-30,In Progress,,10,EMP0470,4.0,Jessica Wilcox,EMP0470,1,2,2022-06-03,1,2,17,Course 17,45,Intermediate,2,,,,
774,49,2022-12-25,Completed,2023-01-30,85,EMP0914,,Carol Weaver,EMP0914,1,1,2024-02-11,1,1,49,Course 49,62,Beginner,2,,,,
775,20,2023-10-22,Completed,2024-05-16,70,EMP0256,,Vincent May,EMP0256,2,2,2021-12-25,2,2,20,Course 20,53,Intermediate,2,,,,
776,14,2023-01-31,Completed,2024-06-09,75,EMP0463,,Natalie Howell,EMP0463,1,2,2022-11-16,1,1,14,Course 14,118,Beginner,2,,,,
777,39,2024-08-14,Completed,2024-09-07,91,EMP0840,,Tanya Clay,EMP0840,2,2,2020-02-20,1,2,39,Course 39,102,Beginner,2,,,,
778,12,2021-06-25,Completed,2023-10-15,91,EMP0302,,James Morrow,EMP0302,1,1,2022-12-15,2,1,12,Course 12,114,Advanced,1,,,,
779,48,2021-06-21,In Progress,,37,EMP0921,9.0,Andrea Weber,EMP0921,1,2,2019-12-19,2,2,48,Course 48,37,Advanced,1,,,,
780,13,2023-01-27,In Progress,,46,EMP0920,9.0,Lori Doyle,EMP0920,2,1,2021-03-13,2,1,13,Course 13,54,Beginner,2,,,,
781,39,2019-11-14,Completed,2020-01-10,65,EMP0440,6.0,Deborah Washington,EMP0440,2,1,2021-08-24,2,2,39,Course 39,102,Beginner,2,,,,
782,34,2020-05-15,Completed,2022-02-21,55,EMP0426,,Christopher Gross,EMP0426,2,1,2024-01-02,2,1,34,Course 34,81,Advanced,1,,,,
783,4,2024-06-29,Completed,2024-08-23,71,EMP0265,5.0,Brittany Mcdaniel,EMP0265,2,1,2023-07-21,1,1,4,Course 4,55,Intermediate,2,,,,
784,44,2022-09-01,Completed,2022-09-06,92,EMP0897,,Jeremy Thomas,EMP0897,2,1,2021-05-21,1,2,44,Course 44,70,Beginner,1,,,,
785,35,2021-10-31,In Progress,,34,EMP0154,4.0,Haley Adams,EMP0154,1,1,2022-07-09,2,2,35,Course 35,56,Advanced,2,,,,
786,29,2020-03-30,In Progress,,35,EMP0886,7.0,Patricia Palmer,EMP0886,1,2,2021-07-18,1,1,29,Course 29,92,Advanced,2,,,,
787,33,2024-08-02,In Progress,,36,EMP0311,3.0,Scott Owens,EMP0311,1,1,2022-05-07,2,1,33,Course 33,74,Advanced,2,,,,
788,41,2019-12-07,In Progress,,34,EMP0733,7.0,Matthew Jones,EMP0733,1,2,2022-05-23,1,1,41,Course 41,115,Advanced,1,,,,
789,12,2024-06-14,Completed,2024-08-16,73,EMP0338,,Michael Stokes,EMP0338,2,2,2020-10-11,1,2,12,Course 12,114,Advanced,1,,,,
790,29,2023-07-02,Completed,2023-11-11,96,EMP0686,2.0,Elizabeth Lane,EMP0686,1,2,2020-05-24,1,2,29,Course 29,92,Advanced,2,,,,
791,11,2024-02-02,In Progress,,14,EMP0001,10.0,Karla Shepherd,EMP0001,1,2,2022-02-23,2,2,11,Course 11,42,Beginner,1,,,,
792,27,2023-11-01,Completed,2024-01-19,92,EMP0869,,Dustin Johnson,EMP0869,1,2,2022-11-12,1,1,27,Course 27,91,Intermediate,2,,,,
793,22,2023-07-25,In Progress,,3,EMP0032,10.0,John Blackwell,EMP0032,2,2,2021-07-27,2,2,22,Course 22,74,Beginner,2,,,,
794,33,2023-01-28,In Progress,,28,EMP0871,10.0,Michael Bennett,EMP0871,2,2,2022-11-18,1,2,33,Course 33,74,Advanced,2,,,,
795,17,2021-03-15,Completed,2021-04-13,71,EMP0550,3.0,Darlene Carrillo,EMP0550,1,2,2022-02-17,2,1,17,Course 17,45,Intermediate,2,,,,
796,19,2020-12-02,In Progress,,12,EMP0093,6.0,Hannah Vasquez,EMP0093,2,2,2021-07-14,2,1,19,Course 19,86,Intermediate,1,,,,
797,37,2021-12-28,In Progress,,8,EMP0602,,Jessica Simpson,EMP0602,2,2,2022-01-26,2,1,37,Course 37,92,Advanced,1,,,,
798,7,2021-08-03,Completed,2024-01-15,85,EMP0983,3.0,Christine Combs,EMP0983,1,2,2021-02-04,2,2,7,Course 7,77,Beginner,1,,,,
799,45,2022-09-11,In Progress,,10,EMP0453,10.0,Valerie Castillo,EMP0453,2,1,2023-09-11,2,2,45,Course 45,51,Intermediate,2,,,,
800,15,2021-12-15,Completed,2022-02-10,74,EMP0689,9.0,Victoria Baldwin,EMP0689,2,2,2021-09-03,2,2,15,Course 15,41,Advanced,1,,,,
801,7,2021-09-05,In Progress,,17,EMP0708,10.0,Matthew Santiago,EMP0708,2,2,2021-10-06,1,1,7,Course 7,77,Beginner,1,,,,
802,21,2021-09-22,Completed,2023-04-12,50,EMP0003,10.0,Gabriel Singh,EMP0003,1,1,2024-04-27,1,2,21,Course 21,109,Intermediate,1,,,,
803,26,2021-06-28,Completed,2024-05-12,96,EMP0898,,Autumn Jones,EMP0898,2,1,2022-04-24,2,2,26,Course 26,110,Beginner,2,,,,
804,8,2019-12-23,Completed,2020-04-16,93,EMP0489,8.0,Mrs. Tonya Chan,EMP0489,2,1,2021-11-30,2,2,8,Course 8,110,Advanced,1,,,,
805,35,2020-11-16,Completed,2021-02-01,71,EMP0661,5.0,Chad Brown Jr.,EMP0661,2,1,2024-05-14,2,1,35,Course 35,56,Advanced,2,,,,
806,10,2023-03-05,Completed,2024-03-30,92,EMP0285,7.0,Diane Lewis DDS,EMP0285,2,1,2024-09-21,2,2,10,Course 10,88,Advanced,2,,,,
807,39,2024-09-05,In Progress,,10,EMP0402,3.0,Karen Pope,EMP0402,2,1,2022-10-11,2,2,39,Course 39,102,Beginner,2,,,,
808,29,2024-05-29,Completed,2024-08-25,77,EMP0853,5.0,Amber Fisher,EMP0853,1,1,2022-11-07,2,1,29,Course 29,92,Advanced,2,,,,
809,24,2023-07-11,In Progress,,45,EMP0830,9.0,Matthew Campbell,EMP0830,2,2,2023-04-09,1,2,24,Course 24,115,Advanced,1,,,,
810,8,2020-08-29,In Progress,,3,EMP0872,,Daniel Salazar,EMP0872,2,2,2022-12-26,2,1,8,Course 8,110,Advanced,1,,,,
811,14,2020-10-31,In Progress,,41,EMP0370,4.0,Timothy Howard,EMP0370,2,2,2023-10-09,2,2,14,Course 14,118,Beginner,2,,,,
812,31,2020-10-03,Completed,2024-09-30,83,EMP0707,3.0,Rachel Alexander,EMP0707,2,2,2022-06-29,1,2,31,Course 31,57,Intermediate,1,,,,
813,21,2019-11-10,In Progress,,33,EMP0516,9.0,Stacy Mann,EMP0516,1,1,2023-12-07,1,1,21,Course 21,109,Intermediate,1,,,,
814,27,2020-03-12,Completed,2024-09-17,88,EMP0006,5.0,Christopher Austin,EMP0006,1,1,2020-05-26,2,1,27,Course 27,91,Intermediate,2,,,,
815,2,2022-02-12,Completed,2024-09-21,91,EMP0293,1.0,Jeffrey Kirk,EMP0293,1,1,2022-06-15,1,1,2,Course 2,102,Advanced,2,,,,
816,39,2022-02-17,Completed,2024-09-10,72,EMP0499,,Joshua Woods,EMP0499,1,2,2020-02-18,2,1,39,Course 39,102,Beginner,2,,,,
817,47,2021-05-22,Completed,2022-04-20,57,EMP0865,,Joseph Newman DDS,EMP0865,2,1,2020-12-27,2,1,47,Course 47,88,Intermediate,1,,,,
818,17,2021-08-22,Completed,2023-09-01,97,EMP0648,3.0,Sheri Moody,EMP0648,1,1,2024-05-17,2,1,17,Course 17,45,Intermediate,2,,,,
819,18,2020-08-11,In Progress,,3,EMP0172,10.0,Julie Foley,EMP0172,2,1,2022-05-22,1,1,18,Course 18,68,Advanced,2,,,,
820,39,2023-09-07,Completed,2024-04-14,57,EMP0923,7.0,Kelly Fowler,EMP0923,1,2,2020-06-20,1,1,39,Course 39,102,Beginner,2,,,,
821,32,2023-11-02,Completed,2023-12-26,55,EMP0238,,Kimberly Martinez,EMP0238,1,2,2021-04-14,1,1,32,Course 32,64,Advanced,1,,,,
822,18,2024-06-08,In Progress,,9,EMP0720,7.0,Justin Lopez,EMP0720,2,1,2024-04-10,1,1,18,Course 18,68,Advanced,2,410.0,82h,61.61,2.0
823,16,2023-06-05,Completed,2024-08-22,79,EMP0992,,Nicole Bradley,EMP0992,1,1,2023-12-21,2,1,16,Course 16,51,Advanced,1,,,,
824,2,2024-04-11,In Progress,,13,EMP0041,,Robert Brooks,EMP0041,2,1,2020-07-10,1,1,2,Course 2,102,Advanced,2,,,,
825,40,2020-07-24,Completed,2023-08-03,85,EMP0019,,Allen Price,EMP0019,2,1,2023-07-19,2,1,40,Course 40,68,Beginner,2,,,,
826,6,2021-03-23,Completed,2024-04-19,84,EMP0881,,Terry Stewart,EMP0881,1,2,2023-03-20,1,1,6,Course 6,37,Advanced,2,,,,
827,35,2021-05-26,In Progress,,15,EMP0643,5.0,Bobby Clark,EMP0643,1,1,2021-03-04,1,2,35,Course 35,56,Advanced,2,,,,
828,35,2022-02-03,Completed,2022-05-23,56,EMP0164,,Eric Ryan,EMP0164,1,1,2022-01-05,2,2,35,Course 35,56,Advanced,2,,,,
829,43,2021-02-09,In Progress,,14,EMP0522,,Denise Gross,EMP0522,1,1,2023-04-17,1,2,43,Course 43,115,Intermediate,1,,,,
830,7,2020-04-20,In Progress,,29,EMP0521,4.0,Betty Hess,EMP0521,2,2,2023-07-10,2,2,7,Course 7,77,Beginner,1,,,,
831,15,2023-06-11,In Progress,,32,EMP0932,,Ronald Mitchell,EMP0932,1,2,2023-04-22,2,1,15,Course 15,41,Advanced,1,,,,
832,46,2020-06-10,Completed,2022-11-05,60,EMP0230,10.0,Jessica Mathews,EMP0230,2,2,2023-02-22,1,2,46,Course 46,110,Intermediate,1,,,,
833,31,2021-04-19,Completed,2023-07-06,78,EMP0552,7.0,Lisa Hines,EMP0552,2,1,2021-10-14,2,1,31,Course 31,57,Intermediate,1,,,,
834,3,2022-06-19,In Progress,,26,EMP0309,,Steve Ramsey,EMP0309,1,2,2023-07-16,2,2,3,Course 3,54,Advanced,2,,,,
835,9,2024-03-28,Completed,2024-04-22,50,EMP0372,,Kelly Thomas,EMP0372,2,1,2023-09-08,2,1,9,Course 9,47,Advanced,2,,,,
836,34,2021-06-05,Completed,2024-05-12,63,EMP0202,,Bryan Novak,EMP0202,2,1,2021-04-12,1,2,34,Course 34,81,Advanced,1,,,,
837,27,2020-05-10,In Progress,,1,EMP0710,,Eric Ray,EMP0710,2,2,2019-12-06,2,2,27,Course 27,91,Intermediate,2,,,,
838,25,2021-05-02,Completed,2023-11-30,89,EMP0839,6.0,Daniel Watson,EMP0839,1,2,2020-11-27,2,2,25,Course 25,83,Advanced,1,,,,
839,46,2024-03-08,Completed,2024-08-25,68,EMP0688,7.0,Ann Owens,EMP0688,2,1,2023-03-06,2,2,46,Course 46,110,Intermediate,1,,,,
840,20,2024-01-07,In Progress,,32,EMP0529,,Jaime Johnson,EMP0529,1,1,2023-06-04,2,1,20,Course 20,53,Intermediate,2,,,,
841,18,2023-01-08,Completed,2023-07-20,64,EMP0370,,Timothy Howard,EMP0370,2,2,2023-10-09,2,2,18,Course 18,68,Advanced,2,,,,
842,46,2024-02-02,In Progress,,30,EMP0034,10.0,Gregory Fisher,EMP0034,1,2,2022-01-03,1,1,46,Course 46,110,Intermediate,1,,,,
843,28,2021-02-22,Completed,2021-03-18,52,EMP0703,6.0,Roger Vargas,EMP0703,2,1,2019-12-10,1,2,28,Course 28,86,Beginner,2,,,,
844,18,2022-10-26,Completed,2023-01-01,59,EMP0379,3.0,Aimee Lee,EMP0379,2,1,2020-03-05,2,1,18,Course 18,68,Advanced,2,,,,
845,38,2024-01-24,Completed,2024-05-12,83,EMP0507,3.0,Melanie Ryan,EMP0507,2,1,2024-07-11,2,1,38,Course 38,72,Beginner,2,163.0,51h,61.35,2.0
846,24,2023-10-06,In Progress,,33,EMP0167,,Timothy Anderson,EMP0167,1,2,2023-07-22,1,1,24,Course 24,115,Advanced,1,,,,
847,15,2022-06-14,Completed,2024-05-10,84,EMP0690,9.0,Sara King,EMP0690,2,1,2023-04-27,1,1,15,Course 15,41,Advanced,1,,,,
848,42,2022-09-20,In Progress,,28,EMP0800,3.0,Eduardo Dickson,EMP0800,1,1,2021-02-06,1,2,42,Course 42,61,Beginner,2,,,,
849,31,2023-11-13,In Progress,,14,EMP0185,,Shannon Nielsen,EMP0185,2,1,2023-08-05,2,1,31,Course 31,57,Intermediate,1,,,,
850,23,2023-12-02,In Progress,,37,EMP0127,2.0,Dana Banks,EMP0127,1,2,2020-12-16,1,2,23,Course 23,41,Intermediate,1,,,,
851,22,2023-01-23,In Progress,,30,EMP0099,,Darlene Cruz,EMP0099,2,2,2021-06-12,1,1,22,Course 22,74,Beginner,2,,,,
852,50,2022-01-12,In Progress,,10,EMP0533,,Brenda Smith,EMP0533,2,1,2021-04-26,1,2,50,Course 50,87,Intermediate,2,,,,
853,46,2020-04-08,Completed,2022-02-05,83,EMP0820,2.0,Stephanie Campbell,EMP0820,1,1,2020-10-10,1,2,46,Course 46,110,Intermediate,1,,,,
854,38,2023-10-12,In Progress,,29,EMP0649,,Sandra Hernandez,EMP0649,1,1,2024-08-28,1,2,38,Course 38,72,Beginner,2,,,,
855,25,2021-03-30,In Progress,,24,EMP0184,,Amy Sanders,EMP0184,1,2,2020-11-01,1,1,25,Course 25,83,Advanced,1,,,,
856,42,2020-09-30,In Progress,,17,EMP0308,,Stephanie Mitchell,EMP0308,2,2,2021-04-22,2,2,42,Course 42,61,Beginner,2,,,,
857,23,2020-08-04,In Progress,,6,EMP0442,,Catherine Woods,EMP0442,2,2,2021-10-31,1,1,23,Course 23,41,Intermediate,1,,,,
858,19,2021-10-15,In Progress,,24,EMP0084,10.0,Anthony Gomez,EMP0084,1,2,2023-01-10,1,1,19,Course 19,86,Intermediate,1,,,,
859,25,2024-07-24,In Progress,,33,EMP0777,8.0,Richard Williams,EMP0777,2,1,2022-02-22,2,1,25,Course 25,83,Advanced,1,,,,
860,31,2021-09-27,In Progress,,45,EMP0431,10.0,Amanda Henson,EMP0431,2,1,2020-02-22,1,2,31,Course 31,57,Intermediate,1,,,,
861,45,2023-12-26,In Progress,,47,EMP0221,,Cynthia West,EMP0221,2,1,2024-02-14,2,1,45,Course 45,51,Intermediate,2,,,,
862,2,2020-12-19,In Progress,,5,EMP0175,9.0,Mandy Carter,EMP0175,1,2,2024-09-29,1,2,2,Course 2,102,Advanced,2,,,,
863,23,2019-11-21,Completed,2020-09-13,98,EMP0333,6.0,David Garcia DVM,EMP0333,2,1,2022-04-16,2,1,23,Course 23,41,Intermediate,1,,,,
